Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
Transcriptional misregulation in cancer	14/192	0.373112025222463	0.99999532550271	1.12811251620989	1.1121796966032	H3C8;SS18;HDAC2;JUP;HDAC1;IL1R2;IL6;TLX1;H3C12;H3C1;H3C10;H3C3;H3C7;MEN1
Pancreatic cancer	6/76	0.376493502018114	0.99999532550271	1.22896733751237	1.20052226270428	MAPK8;RAD51;CDKN2A;CDK4;E2F1;RAC3
AMPK signaling pathway	9/120	0.382766656197781	0.99999532550271	1.16266266266266	1.11653951884483	RAB2A;RAB10;CPT1A;PFKFB4;PPP2R1B;EIF4EBP1;PPP2R3B;ADIPOR2;ACACA
Arrhythmogenic right ventricular cardiomyopathy	6/77	0.388358306485278	0.99999532550271	1.2115928829327	1.14595713467718	DSP;JUP;PKP2;ATP2A2;ATP2A1;DSG2
Thyroid hormone signaling pathway	9/121	0.392202971034655	0.99999532550271	1.15221974206349	1.07844978326637	MED1;NOTCH3;HDAC2;HDAC1;SLC2A1;ATP2A2;ATP2A1;MED27;PLCD3
Insulin signaling pathway	10/137	0.404202152635244	0.99999532550271	1.12899401088377	1.02268810231449	PPP1CB;PPP1CC;MAPK8;SOCS1;PKLR;EIF4EBP1;RAPGEF1;ACACA;HK2;CRKL
Rheumatoid arthritis	7/93	0.404973683385585	0.99999532550271	1.16693840255133	1.05483435658127	IL11;IL1A;IL6;IL23A;CXCL1;ATP6V0A4;ATP6V1E2
Pathogenic Escherichia coli infection	14/197	0.410223129452818	0.99999532550271	1.0969934773315	0.977480479855512	MYO10;TUBB;PTPN11;F2;TUBB4B;MAPK12;TUBA1C;SLC9A3R1;TUBA1B;IL6;MAPK8;NCK2;CYCS;WASF1
Cholesterol metabolism	4/50	0.413337057215365	0.99999532550271	1.24646592921833	1.1012425517161	SCARB1;APOA2;VDAC3;VDAC1
N-Glycan biosynthesis	4/50	0.413337057215365	0.99999532550271	1.24646592921833	1.1012425517161	DPAGT1;ALG9;RPN2;ALG3
Sulfur relay system	1/8	0.417197021543585	0.99999532550271	2.04732690622261	1.78976641508275	NFS1
Arginine biosynthesis	2/22	0.425427272486403	0.99999532550271	1.43323100537222	1.22492702846538	GOT1;GPT2
Lipid and atherosclerosis	15/215	0.432650470726933	0.99999532550271	1.07529069767442	0.900905540524733	ERO1A;HSPA8;HSP90AB1;HSPA4;CYBA;CXCL1;SOD2;MAPK12;HSP90B1;IL6;MAPK8;CYCS;HSPA1B;ATF4;HSPA1A
Shigellosis	17/246	0.439273158556813	0.99999532550271	1.06431554964876	0.875541977311177	H3C8;CBX3;BNIP3;HK2;MAPK12;CRKL;MAPK8;H3C12;H3C1;UBE2V2;H3C10;CYCS;VDAC1;H3C3;PLCD3;WASF1;H3C7
Renin-angiotensin system	2/23	0.448150546921891	0.99999532550271	1.36490881847751	1.09551138829894	ENPEP;THOP1
Prostate cancer	7/97	0.448272731845855	0.99999532550271	1.1148347885636	0.894491544753652	HSP90AB1;CCNE1;IL1R2;CDK2;E2F1;ATF4;HSP90B1
Toxoplasmosis	8/112	0.448690540342259	0.99999532550271	1.10260364153965	0.883650648663332	HSPA8;MAPK8;SOCS1;LAMC3;CYCS;MAPK12;HSPA1B;HSPA1A
Vitamin digestion and absorption	2/24	0.470357201925418	0.99999532550271	1.30279773948231	0.98265196049794	SLC5A6;SCARB1
Amphetamine addiction	5/69	0.471672001736002	0.99999532550271	1.11965144230769	0.841386088966872	PPP1CB;PPP1CC;HDAC2;HDAC1;ATF4
Various types of N-glycan biosynthesis	3/39	0.472396088856704	0.99999532550271	1.19425243215566	0.89561465228605	ALG9;RPN2;ALG3
Dopaminergic synapse	9/132	0.495452723075154	0.99999532550271	1.04855465221319	0.736382465768719	PPP1CB;PPP1CC;MAPK8;PPP2R1B;GNG4;CACNA1B;PPP2R3B;MAPK12;ATF4
Hippo signaling pathway	11/163	0.498907789015264	0.99999532550271	1.03703835516147	0.721088019205586	PPP1CB;YWHAE;TEAD4;PPP1CC;PPP2R1B;YWHAQ;FZD9;DVL3;BIRC5;PARD6G;YWHAZ
Bladder cancer	3/41	0.506070058810036	0.99999532550271	1.13127577007034	0.770489486027376	CDKN2A;CDK4;E2F1
Maturity onset diabetes of the young	2/26	0.513109259096291	0.99999532550271	1.19410335124073	0.796785134916218	PKLR;BHLHA15
NOD-like receptor signaling pathway	12/181	0.52012457521746	0.99999532550271	1.01736706983896	0.665039554910405	YWHAE;IL6;MAPK8;HSP90AB1;DHX33;NAMPT;VDAC3;CYBA;VDAC1;CXCL1;DNM1L;MAPK12
GABAergic synapse	6/89	0.527683361103865	0.99999532550271	1.0357550293553	0.662115589707865	SLC38A1;GNG4;GABRA5;CACNA1B;ADCY3;GABRG2
Collecting duct acid secretion	2/27	0.533613362045825	0.99999532550271	1.14627782041443	0.719958464398201	ATP6V0A4;ATP6V1E2
Hepatocellular carcinoma	11/168	0.539939228031247	0.99999532550271	1.00374093070418	0.618604217118921	GSTM4;GSTM3;FRAT2;GSTO2;CDK4;CDKN2A;TXNRD1;ACTL6A;FZD9;E2F1;DVL3
Estrogen signaling pathway	9/137	0.540946884382933	0.99999532550271	1.00732421875	0.618934435775175	POMC;HSPA8;HSP90AB1;ADCY3;KRT10;HSPA1B;ATF4;HSP90B1;HSPA1A
Notch signaling pathway	4/59	0.542697027747076	0.99999532550271	1.04199566766823	0.636871997915151	NOTCH3;HDAC2;HDAC1;DVL3
Glucagon signaling pathway	7/107	0.552912572550289	0.99999532550271	1.00281201848998	0.594221663315978	LDHB;CPT1A;PRMT1;SLC2A1;PPARA;ACACA;ATF4
Metabolism of xenobiotics by cytochrome P450	5/76	0.558335418541392	0.99999532550271	1.00888407367281	0.587972985866409	GSTM4;CBR1;GSTM3;GSTO2;CYP2E1
Pertussis	5/76	0.558335418541392	0.99999532550271	1.00888407367281	0.587972985866409	IL1A;MAPK8;IL6;IL23A;MAPK12
Arachidonic acid metabolism	4/61	0.569455838697122	0.99999532550271	1.00532653694189	0.566073277784151	PLA2G2F;CBR1;PTGES2;CYP2E1
Linoleic acid metabolism	2/29	0.572811150280883	0.99999532550271	1.06125465450101	0.591330241568627	PLA2G2F;CYP2E1
Hepatitis C	10/157	0.577956161172749	0.99999532550271	0.974338770257138	0.534188303429048	YWHAE;SCARB1;PPP2R1B;YWHAQ;CDK4;CDK2;E2F1;CYCS;PPARA;YWHAZ
beta-Alanine metabolism	2/30	0.59149059083971	0.99999532550271	1.02329788400395	0.537343443267002	ECHS1;SMOX
Cytosolic DNA-sensing pathway	4/63	0.595318408842382	0.99999532550271	0.971143448976667	0.503692169352538	IL6;POLR2F;POLR3G;POLR2H
TNF signaling pathway	7/112	0.601899815452285	0.99999532550271	0.954802259887006	0.484718989430862	IL6;MAPK8;CXCL1;PGAM5;DNM1L;MAPK12;ATF4
Cortisol synthesis and secretion	4/65	0.620232490339391	0.99999532550271	0.939201874976374	0.448620000498316	POMC;SCARB1;ADCY3;ATF4
Inflammatory bowel disease	4/65	0.620232490339391	0.99999532550271	0.939201874976374	0.448620000498316	IL1A;IL6;IL23A;IL12RB2
Inflammatory mediator regulation of TRP channels	6/98	0.622970599576223	0.99999532550271	0.933979315192288	0.442011270893337	PPP1CB;PPP1CC;MAPK8;ADCY3;MAPK12;ASIC1
Peroxisome	5/82	0.626567103274278	0.99999532550271	0.92997002997003	0.434760433077204	PEX5;NUDT19;SOD2;SLC27A2;SOD1
Retrograde endocannabinoid signaling	9/148	0.634743860732803	0.99999532550271	0.927058353317346	0.421379291621889	MAPK8;GNG4;GABRA5;CACNA1B;NDUFA4L2;ADCY3;SLC17A8;GABRG2;MAPK12
Thiamine metabolism	1/15	0.636692953930097	0.99999532550271	1.02328001752848	0.461977935899466	NFS1
AGE-RAGE signaling pathway in diabetic complications	6/100	0.642591002766193	0.99999532550271	0.91400913960002	0.404217647957268	IL1A;IL6;MAPK8;CDK4;PLCD3;MAPK12
Gastric cancer	9/149	0.642742068938032	0.99999532550271	0.920386904761905	0.406821846861685	CDKN2B;FRAT2;JUP;CCNE1;REG4;CDK2;FZD9;E2F1;DVL3
Vascular smooth muscle contraction	8/133	0.644918569183206	0.99999532550271	0.9163299922899	0.401930941968657	PPP1CB;PLA2G2F;PPP1CC;KCNU1;ADCY3;ADM;MYL6B;AVPR1A
Wnt signaling pathway	10/166	0.648717708299535	0.99999532550271	0.917681417681418	0.397133627153278	FOSL1;VANGL1;MAPK8;FRAT2;ZNRF3;CSNK2A1;FZD9;DVL3;RAC3;CACYBP
Adrenergic signaling in cardiomyocytes	9/150	0.650642274969785	0.99999532550271	0.913810086682427	0.392751269948566	PPP1CB;PPP1CC;PPP2R1B;ATP2A2;ADCY3;ATP2A1;PPP2R3B;MAPK12;ATF4
cGMP-PKG signaling pathway	10/167	0.656163403314457	0.99999532550271	0.911787128347638	0.384177340243398	PPP1CB;PPP1CC;KCNU1;VDAC3;ATP2A2;ADCY3;VDAC1;ATP2A1;SLC25A5;ATF4
Pentose and glucuronate interconversions	2/34	0.660062450315257	0.99999532550271	0.895193783576362	0.371882141673171	UGDH;SORD
Growth hormone synthesis, secretion and action	7/119	0.665451157474404	0.99999532550271	0.894790061633282	0.364439076473312	GHSR;MAPK8;SOCS1;ADCY3;MAPK12;CRKL;ATF4
Neurotrophin signaling pathway	7/119	0.665451157474404	0.99999532550271	0.894790061633282	0.364439076473312	YWHAE;MAPK8;RAPGEF1;PTPN11;MAPK12;CRKL;ATF4
Sphingolipid signaling pathway	7/119	0.665451157474404	0.99999532550271	0.894790061633282	0.364439076473312	MAPK8;PPP2R1B;SPHK1;RAC3;PPP2R3B;MAPK12;NSMAF
Tight junction	10/169	0.670784166911711	0.99999532550271	0.900220975692674	0.35946530467262	SLC9A3R1;TUBA1C;TUBA1B;MAPK8;PPP2R1B;HSPA4;CDK4;MARVELD3;PARD6G;MYL6B
Human papillomavirus infection	20/331	0.672118061578507	0.99999532550271	0.92003953607667	0.365551274180029	NOTCH3;HDAC2;LAMC3;HDAC1;FZD9;PARD6G;PPP2R3B;TUBG2;TUBG1;SLC9A3R1;PPP2R1B;CCNE1;CDK4;CDK2;EIF4EBP1;E2F1;DVL3;ATP6V0A4;COL9A3;ATP6V1E2
Prolactin signaling pathway	4/70	0.678139295180414	0.99999532550271	0.867817296718142	0.337062461415042	MAPK8;SOCS1;SOCS7;MAPK12
NF-kappa B signaling pathway	6/104	0.679936353540777	0.99999532550271	0.876514116039025	0.338120652033153	CARD10;CSNK2A1;PARP1;CXCL1;LTBR;CARD14
Nitrogen metabolism	1/17	0.68259193027615	0.99999532550271	0.895274156441718	0.341867656681753	CA12
Phenylalanine metabolism	1/17	0.68259193027615	0.99999532550271	0.895274156441718	0.341867656681753	GOT1
Primary bile acid biosynthesis	1/17	0.68259193027615	0.99999532550271	0.895274156441718	0.341867656681753	SLC27A5
Gap junction	5/88	0.688032077658918	0.99999532550271	0.862465245597776	0.322492847347376	TUBA1C;TUBA1B;TUBB;ADCY3;TUBB4B
Mucin type O-glycan biosynthesis	2/36	0.690728741330255	0.99999532550271	0.842445036341474	0.311711480398776	GALNT13;B4GALT5
Starch and sucrose metabolism	2/36	0.690728741330255	0.99999532550271	0.842445036341474	0.311711480398776	GPI;HK2
Fatty acid biosynthesis	1/18	0.703320338942268	0.99999532550271	0.842565860700108	0.296535002344489	ACACA
African trypanosomiasis	2/37	0.705186851759256	0.99999532550271	0.818331323319811	0.28583697192565	IL6;THOP1
Bile secretion	5/90	0.706917853160086	0.99999532550271	0.842081447963801	0.292068211967169	SCARB1;AQP9;SLC2A1;ADCY3;SLC27A5
Inositol phosphate metabolism	4/73	0.709789401504361	0.99999532550271	0.829952433468124	0.284496880365792	TPI1;IPMK;SYNJ2;PLCD3
Human cytomegalovirus infection	13/225	0.714474264790871	0.99999532550271	0.877238010397804	0.294934700827517	CDKN2A;ADCY3;MAPK12;CRKL;IL6;CDK4;GNG4;EIF4EBP1;E2F1;RAC3;CYCS;CALR;ATF4
Morphine addiction	5/91	0.716055253467973	0.99999532550271	0.832245080500894	0.2779681469157	GNG4;GABRA5;CACNA1B;ADCY3;GABRG2
Primary immunodeficiency	2/38	0.719076670001312	0.99999532550271	0.795557261021574	0.262364675324081	ADA;UNG
Glycosaminoglycan degradation	1/19	0.722696035865025	0.99999532550271	0.795714042263122	0.258421316929771	HPSE
Bacterial invasion of epithelial cells	4/77	0.748364177401332	0.99999532550271	0.784307118865362	0.227343615403066	MAD2L2;WASF1;DNM1;CRKL
VEGF signaling pathway	3/59	0.749269232428028	0.99999532550271	0.766910796576695	0.221374096343925	SPHK1;RAC3;MAPK12
Axon guidance	10/182	0.756482205939967	0.99999532550271	0.831597378109006	0.232079092420476	SEMA5B;NTNG2;DCC;NCK2;RAC3;PARD6G;PTPN11;SEMA3F;EPHB1;SSH1
Pantothenate and CoA biosynthesis	1/21	0.757736398009392	0.99999532550271	0.716065950920245	0.198650811097709	PANK1
cAMP signaling pathway	12/216	0.757829246866376	0.99999532550271	0.841226513807379	0.233269745658524	PPP1CB;POMC;PPP1CC;GHSR;HCAR3;MAPK8;RAC3;ADCY3;ATP2A2;ATP2A1;PPARA;HCN2
Viral myocarditis	3/60	0.759431565268457	0.99999532550271	0.753415797558412	0.20732877596525	RAC3;CYCS;EIF4G1
Phosphatidylinositol signaling system	5/97	0.766611810842699	0.99999532550271	0.777717391304348	0.206697621421251	DGKE;IPMK;BPNT2;SYNJ2;PLCD3
Graft-versus-host disease	2/42	0.769214722835139	0.99999532550271	0.715848042977744	0.187827878237283	IL1A;IL6
Glycerolipid metabolism	3/61	0.769257882808406	0.99999532550271	0.740386143333863	0.194224769505296	DGKE;GPAT4;PNPLA3
Histidine metabolism	1/22	0.773560618298657	0.99999532550271	0.681931054630441	0.175086646052036	CARNMT1
Aldosterone synthesis and secretion	5/98	0.774334446914706	0.99999532550271	0.769313482216708	0.196752997626755	POMC;SCARB1;PRKD3;ADCY3;ATF4
Choline metabolism in cancer	5/98	0.774334446914706	0.99999532550271	0.769313482216708	0.196752997626755	DGKE;MAPK8;EIF4EBP1;RAC3;WASF1
Type I diabetes mellitus	2/43	0.780464665361203	0.99999532550271	0.698350897553488	0.173097312178297	IL1A;PTPRN
Hematopoietic cell lineage	5/99	0.781859796525016	0.99999532550271	0.761088379705401	0.187288508866839	IL11;IL1A;IL6;TFRC;IL1R2
Mannose type O-glycan biosynthesis	1/23	0.788351961144194	0.99999532550271	0.650899330730619	0.15479078488375	POMK
Proximal tubule bicarbonate reclamation	1/23	0.788351961144194	0.99999532550271	0.650899330730619	0.15479078488375	SLC25A10
Vasopressin-regulated water reabsorption	2/44	0.791230461148878	0.99999532550271	0.681686949530388	0.159627905868814	ADCY3;DYNLL1
mTOR signaling pathway	8/154	0.79425021371977	0.99999532550271	0.783641913372271	0.180517193944019	SLC7A5;SEH1L;CASTOR2;EIF4EBP1;FZD9;DVL3;SKP2;ATP6V1E2
ABC transporters	2/45	0.801527337595844	0.99999532550271	0.665798068857199	0.147298634369743	DEFB1;ABCC10
Glycosphingolipid biosynthesis	2/45	0.801527337595844	0.99999532550271	0.665798068857199	0.147298634369743	SLC33A1;B4GALNT1
Chagas disease	5/102	0.803271654565816	0.99999532550271	0.737430610626487	0.161543262365855	IL6;MAPK8;PPP2R1B;CALR;MAPK12
ErbB signaling pathway	4/85	0.813531160402947	0.99999532550271	0.706541027319915	0.145809612923622	MAPK8;NCK2;EIF4EBP1;CRKL
alpha-Linolenic acid metabolism	1/25	0.815101101603971	0.99999532550271	0.59659381390593	0.121969502111788	PLA2G2F
C-type lectin receptor signaling pathway	5/104	0.816598523708564	0.99999532550271	0.722455322455322	0.146375016978716	IL6;MAPK8;IL23A;PTPN11;MAPK12
Insulin secretion	4/86	0.820613810332806	0.99999532550271	0.697887178718059	0.137974158284745	KCNU1;SLC2A1;ADCY3;ATF4
Other types of O-glycan biosynthesis	2/47	0.820775545496924	0.99999532550271	0.636138824933913	0.125640979352346	GALNT13;XXYLT1
Long-term potentiation	3/67	0.821500912605568	0.99999532550271	0.670758928571429	0.131886116733229	PPP1CB;PPP1CC;ATF4
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1/26	0.82718075098253	0.99999532550271	0.572699386503068	0.108659426107958	PIGT
Fc epsilon RI signaling pathway	3/68	0.829151282567673	0.99999532550271	0.660404112017015	0.123728462093006	MAPK8;RAC3;MAPK12
Intestinal immune network for IgA production	2/48	0.829757420121532	0.99999532550271	0.622276352230638	0.116130386356354	IL6;LTBR
Salmonella infection	13/249	0.833200270900495	0.99999532550271	0.787004119221284	0.143613491072816	HSP90AB1;TUBB;CSE1L;DYNLL1;TUBB4B;MAPK12;HSP90B1;TUBA1C;TUBA1B;IL6;MAPK8;CYCS;KPNA4
Th17 cell differentiation	5/107	0.835218507819417	0.99999532550271	0.701093514328808	0.126240231917967	IL6;MAPK8;HSP90AB1;IL23A;MAPK12
JAK-STAT signaling pathway	8/162	0.836890599253838	0.99999532550271	0.742612822797865	0.132231067142131	IL11;IL6;SOCS1;IL23A;PTPN11;SOCS7;PIAS2;IL12RB2
Tuberculosis	9/180	0.837658601246192	0.99999532550271	0.75227420402859	0.133261357038488	IL1A;IL6;MAPK8;NFYA;IL23A;SPHK1;CYCS;ATP6V0A4;MAPK12
Cocaine addiction	2/49	0.83833134002866	0.99999532550271	0.609003771982822	0.107392859615033	ATF4;CDK5R1
PI3K-Akt signaling pathway	19/354	0.841289997460564	0.99999532550271	0.809730507648383	0.139936698284155	PHLPP2;YWHAE;PHLPP1;HSP90AB1;LAMC3;PPP2R3B;YWHAZ;HSP90B1;IL6;BCL2L11;PPP2R1B;YWHAQ;CCNE1;CDK4;GNG4;CDK2;EIF4EBP1;COL9A3;ATF4
Osteoclast differentiation	6/127	0.843488526410353	0.99999532550271	0.709026014925658	0.120682594402172	FOSL1;IL1A;MAPK8;SOCS1;CYBA;MAPK12
Ovarian steroidogenesis	2/51	0.854314896283291	0.99999532550271	0.584083825395085	0.0919671652969697	SCARB1;ADCY3
Phospholipase D signaling pathway	7/148	0.85645719683343	0.99999532550271	0.709646045744135	0.109960319708853	DGKE;SPHK1;ADCY3;PTPN11;AVPR1A;F2;DNM1
Melanoma	3/72	0.856995796626041	0.99999532550271	0.62198624190209	0.095986325742547	CDKN2A;CDK4;E2F1
Non-small cell lung cancer	3/72	0.856995796626041	0.99999532550271	0.62198624190209	0.095986325742547	CDKN2A;CDK4;E2F1
Th1 and Th2 cell differentiation	4/92	0.858570140862804	0.99999532550271	0.650094333030536	0.0991308697700461	NOTCH3;MAPK8;MAPK12;IL12RB2
GnRH signaling pathway	4/93	0.864181447226037	0.99999532550271	0.642755356726459	0.0938246216480058	MAPK8;ADCY3;MAPK12;ATF4
Ascorbate and aldarate metabolism	1/30	0.868111074751918	0.99999532550271	0.493600592341866	0.0698126990008818	UGDH
TGF-beta signaling pathway	4/94	0.869600851748968	0.99999532550271	0.635579468784696	0.0888037758887453	CDKN2B;TGIF2;TFDP1;PPP2R1B
Staphylococcus aureus infection	4/95	0.874833043472827	0.99999532550271	0.628561292665828	0.0840526103866355	DEFB1;FPR2;KRT10;FCAR
Glioma	3/75	0.875191329515555	0.99999532550271	0.59597414234511	0.0794509543624009	CDKN2A;CDK4;E2F1
Galactose metabolism	1/31	0.876729641949639	0.99999532550271	0.477121676891616	0.062768510433739	HK2
Influenza A	8/172	0.880041688703315	0.99999532550271	0.696955450664761	0.0890611485952069	IL1A;IL6;CDK4;CYCS;VDAC1;KPNA2;SLC25A5;RAE1
Fc gamma R-mediated phagocytosis	4/97	0.884754574690103	0.99999532550271	0.614977725984148	0.0753009409966596	MYO10;SPHK1;WASF1;CRKL
Leishmaniasis	3/77	0.886152225317466	0.99999532550271	0.579804458836717	0.0700789537511666	IL1A;CYBA;MAPK12
Human immunodeficiency virus 1 infection	10/212	0.891771554352068	0.99999532550271	0.706945984173707	0.0809773286635068	MAPK8;GNG4;CHEK1;RAC3;CYCS;CALR;ELOC;APOBEC3A;MAPK12;CRKL
RNA degradation	3/79	0.89624490480961	0.99999532550271	0.56448581130245	0.0618346631952028	PABPC4;PNLDC1;TENT4A
Melanogenesis	4/101	0.902557078328128	0.99999532550271	0.589491033859759	0.0604365932813884	POMC;FZD9;DVL3;ADCY3
Amoebiasis	4/102	0.90660953277695	0.99999532550271	0.583444446187391	0.0572028921896012	IL6;LAMC3;IL1R2;CXCL1
Pancreatic secretion	4/102	0.90660953277695	0.99999532550271	0.583444446187391	0.0572028921896012	PLA2G2F;ATP2A2;ADCY3;ATP2A1
Mineral absorption	2/60	0.909805262808059	0.99999532550271	0.493211951200148	0.0466207113714896	MT1H;CLCN2
Protein digestion and absorption	4/103	0.910511795590221	0.99999532550271	0.577520011801334	0.054141591413892	COL27A1;COL11A2;COL9A3;SLC1A5
Signaling pathways regulating pluripotency of stem cells	6/143	0.911220381448891	0.99999532550271	0.625680619005074	0.058169839612929	KAT6A;FZD9;DVL3;OTX1;SKIL;MAPK12
Tyrosine metabolism	1/36	0.912079920770484	0.99999532550271	0.408851884312007	0.0376256823320987	GOT1
Platelet activation	5/124	0.913506812530974	0.99999532550271	0.600387847446671	0.0543137537505772	PPP1CB;PPP1CC;ADCY3;F2;MAPK12
T cell receptor signaling pathway	4/104	0.914268314614558	0.99999532550271	0.571714066102998	0.0512434119479702	MAPK8;CDK4;NCK2;MAPK12
Calcium signaling pathway	11/240	0.918737074812462	0.99999532550271	0.68548153047657	0.0580981905564403	SPHK1;VDAC3;CACNA1B;ADCY3;ATP2A2;VDAC1;ATP2A1;AVPR1A;PLCD3;SLC25A5;CACNA1E
Basal cell carcinoma	2/63	0.923397409546609	0.99999532550271	0.468880137891121	0.0373676718463812	FZD9;DVL3
Breast cancer	6/147	0.923534960176092	0.99999532550271	0.607799780518566	0.0483484205389131	NOTCH3;FRAT2;CDK4;FZD9;E2F1;DVL3
Relaxin signaling pathway	5/129	0.929228020868442	0.99999532550271	0.576023573200992	0.0422807769365618	MAPK8;GNG4;ADCY3;MAPK12;ATF4
ECM-receptor interaction	3/88	0.932376747948191	0.99999532550271	0.504472756844673	0.0353223298662202	LAMC3;COL9A3;HMMR
PD-L1 expression and PD-1 checkpoint pathway in cancer	3/89	0.935580401732438	0.99999532550271	0.498580002143393	0.0331995407921111	CSNK2A1;PTPN11;MAPK12
Acute myeloid leukemia	2/67	0.938534662088756	0.99999532550271	0.439931518979869	0.0279072715339322	JUP;EIF4EBP1
Hypertrophic cardiomyopathy	3/90	0.938643396004526	0.99999532550271	0.492822713067429	0.0312053576958363	IL6;ATP2A2;ATP2A1
Kaposi sarcoma-associated herpesvirus infection	8/193	0.940463782933972	0.99999532550271	0.617141428243973	0.0378814611119644	IL6;MAPK8;CDK4;GNG4;E2F1;CYCS;CXCL1;MAPK12
Cholinergic synapse	4/113	0.942219482335529	0.99999532550271	0.524254454935864	0.0312020709715051	GNG4;CACNA1B;ADCY3;ATF4
Endocytosis	11/252	0.943683943691045	0.99999532550271	0.650926395043835	0.0377302808390517	ARFGEF1;RAB10;HSPA8;TFRC;CHMP1B;CHMP4C;CBLC;PARD6G;HSPA1B;DNM1;HSPA1A
Glutamatergic synapse	4/114	0.944748085861992	0.99999532550271	0.519460554817972	0.0295245602476355	SLC38A1;GNG4;ADCY3;SLC17A8
RIG-I-like receptor signaling pathway	2/70	0.947975321478292	0.99999532550271	0.420455058462372	0.0224635722116506	MAPK8;MAPK12
Apelin signaling pathway	5/137	0.949129245819628	0.99999532550271	0.540879953379953	0.0282395035777714	NOTCH3;GNG4;SPHK1;TFAM;ADCY3
Yersinia infection	5/137	0.949129245819628	0.99999532550271	0.540879953379953	0.0282395035777714	IL6;MAPK8;RAC3;MAPK12;CRKL
MAPK signaling pathway	13/294	0.95091069299037	0.99999532550271	0.659360091667309	0.0331889755180637	DUSP5;HSPA8;CACNA1B;CACNA1E;MAPK12;CRKL;IL1A;MAPK8;DUSP10;RAC3;HSPA1B;ATF4;HSPA1A
Regulation of actin cytoskeleton	9/218	0.95094991506978	0.99999532550271	0.614234449760766	0.0308922357752737	PPP1CB;PPP1CC;DIAPH3;RAC3;F2;WASF1;IQGAP3;CRKL;SSH1
Basal transcription factors	1/45	0.952158054370428	0.99999532550271	0.325066229782487	0.0159361230680453	TAF4B
Dilated cardiomyopathy	3/96	0.954360085701766	0.99999532550271	0.460879044645954	0.0215296098895749	ATP2A2;ADCY3;ATP2A1
Focal adhesion	8/201	0.955211248762159	0.99999532550271	0.591304764682148	0.027095216360778	PPP1CB;PPP1CC;MAPK8;LAMC3;RAPGEF1;RAC3;COL9A3;CRKL
Carbohydrate digestion and absorption	1/47	0.958210774817981	0.99999532550271	0.310899573219525	0.0132715285610612	HK2
Proteoglycans in cancer	8/205	0.961283024156347	0.99999532550271	0.579173336359972	0.0228694719535463	PPP1CB;PPP1CC;TFAP4;FZD9;DROSHA;PTPN11;HPSE;MAPK12
Viral protein interaction with cytokine and cytokine receptor	3/100	0.962652845417105	0.99999532550271	0.441778706826928	0.0168151688926769	IL6;CXCL1;LTBR
Gastric acid secretion	2/76	0.962870746638986	0.99999532550271	0.386239654850553	0.0146138005340547	KCNK10;ADCY3
Sphingolipid metabolism	1/49	0.963498208153244	0.99999532550271	0.297913471370143	0.0110778084182658	SPHK1
Malaria	1/50	0.965885655495836	0.99999532550271	0.291817954175535	0.0101289489037438	IL6
Toll-like receptor signaling pathway	3/104	0.969512103602216	0.99999532550271	0.424191267052973	0.0131339457524148	IL6;MAPK8;MAPK12
MicroRNAs in cancer	13/310	0.970037806344472	0.99999532550271	0.623296953018315	0.0189608383092476	NOTCH3;HDAC2;CDKN2A;HDAC1;DNMT3A;SLC7A1;CDC25A;CRKL;BCL2L11;SOCS1;CCNE1;E2F1;EZH2
Autoimmune thyroid disease	1/53	0.972151785155125	0.99999532550271	0.274938060405852	0.00776516613481091	TG
Endocrine and other factor-regulated calcium reabsorption	1/53	0.972151785155125	0.99999532550271	0.274938060405852	0.00776516613481091	DNM1
Parathyroid hormone synthesis, secretion and action	3/106	0.972477237220792	0.99999532550271	0.415909802693392	0.0116074645701469	SLC9A3R1;ADCY3;ATF4
Regulation of lipolysis in adipocytes	1/55	0.975676231826846	0.99999532550271	0.264726766643945	0.00651875825304513	ADCY3
Complement and coagulation cascades	2/85	0.977799859337801	0.99999532550271	0.344191809448076	0.0077271999809441	CFHR3;F2
Taste transduction	2/86	0.979044483985277	0.99999532550271	0.340076015056829	0.00720219762290141	GABRA5;TRPM5
Leukocyte transendothelial migration	3/114	0.981817461204927	0.99999532550271	0.385768256735999	0.0070787983744181	CYBA;PTPN11;MAPK12
Long-term depression	1/60	0.982658289463181	0.99999532550271	0.242227305812623	0.00423748557333869	PPP2R1B
Steroid hormone biosynthesis	1/61	0.98379308301244	0.99999532550271	0.238177402862986	0.003891743863981	CYP2E1
Rap1 signaling pathway	7/210	0.985841169037896	0.99999532550271	0.491259763030657	0.00700537577708128	PRKD3;RAPGEF1;RAC3;ADCY3;PARD6G;MAPK12;CRKL
GnRH secretion	1/64	0.986771251675385	0.99999532550271	0.226799104099718	0.00302028993573678	HCN2
Circadian entrainment	2/97	0.988961458909086	0.99999532550271	0.300521064749364	0.00333575913903279	GNG4;ADCY3
Retinol metabolism	1/68	0.989909150298	0.99999532550271	0.213213075725666	0.0021624299216529	RDH13
Oxytocin signaling pathway	4/154	0.991816382036147	0.99999532550271	0.380117858057904	0.00312353775548984	PPP1CB;PPP1CC;ADCY3;MYL6B
Cytokine-cytokine receptor interaction	10/295	0.993980354498374	0.99999532550271	0.498814604077762	0.00301176107661581	IL11;IL1A;IL6;IL1RL2;IL23A;IL1R2;CXCL1;TNFRSF25;LTBR;IL12RB2
